cat,min_r_ab,epsA0,epsAf,dEpsA,epsB0,epsBf,dEpsB,aA0,aAf,eA0,eAf,aB0,aBf,eB0,eBf,A_bef,A_aft,B_bef,B_aft,e_drift_scan,m_B,v_inf,b_impact,incoming_angle,A_phase,score
no_encounter,0.7271686365752816,-0.47291432543166667,-0.3781429081095319,0.09477141732213479,0.2351929659011307,0.23145282076217488,-0.0037401451389558193,1.0583312305947883,1.3235736788035344,0.058219953164662594,0.22721669127947036,-2.210950476378597,-2.246678170901691,1.1196340627725434,1.1208927504910697,True,True,False,False,2.7241434199402055e-10,0.04,0.65,0.9,0.8,3.0,-1.0
no_encounter,1.0725520683402037,-0.5168587975746823,-0.4761373430441468,0.04072145453053555,0.23405155104027314,0.23262518433844737,-0.0014263667018257764,0.9683495808691954,1.051167288833286,0.04320578077766864,0.04155775987637347,-2.2217327665157147,-2.2353555634090325,1.118117021068122,1.1219132044556495,True,True,False,False,2.8263028032670754e-10,0.04,0.65,0.9,0.8,4.5,-1.0
no_encounter,0.47213776763632354,-0.4992215,-0.5110842030763872,-0.01186270307638726,0.39674342889935577,0.39595109263833733,-0.0007923362610184337,1.0025609874574712,0.9792906863239415,0.039458839313898104,0.016957784873677023,-1.310670731063101,-1.3132935093955385,1.270536015486409,1.2728449651825915,True,True,False,False,4.733148486435641e-10,0.04,0.85,-0.9,0.0,0.0,-1.0
perturbation,0.2760414432504922,-0.4598347999745599,-0.42080165284880283,0.03903314712575706,0.39776646006884775,0.39633386965468187,-0.0014325904141658796,1.0884343682289592,1.1893964688865737,0.08129311545768048,0.17679589913924337,-1.307299765570972,-1.3120251379299632,1.2755829412924733,1.2861468491317682,True,True,False,False,5.701354364764213e-10,0.04,0.85,-0.9,0.0,1.5,0.7389416600119825
no_encounter,0.6571988125128004,-0.4936492901145504,-0.5145143575711149,-0.020865067456564468,0.39688816162365315,0.39792970783766435,0.001041546214011202,1.0138776860873433,0.9727619698752957,0.0411094866578596,0.1098088093661314,-1.310192770358031,-1.3067634553490897,1.279150950849388,1.2549491423656856,True,True,False,False,9.10039406534761e-10,0.04,0.85,-0.9,0.0,3.0,-1.0
perturbation,0.21191848628036222,-0.5378198749566369,-0.386257252158685,0.15156262279795185,0.3957408737056769,0.3926453178953302,-0.0030955558103467062,0.9306089702251225,1.2957685511478265,0.0750612329617685,0.3154821825670934,-1.3139911354891736,-1.324350441225991,1.2745823085338808,1.301350037813749,True,True,False,False,3.5110569445378797e-10,0.04,0.85,-0.9,0.0,4.5,1.3554432227360325
perturbation,0.26308225744605696,-0.5275467442800469,-0.5673716622034184,-0.039824917923371506,0.39600770826870524,0.3979149406166077,0.0019072323479024655,0.9487310943090775,0.8821378178393352,0.06095543121196692,0.11994918188267159,-1.3131057531010524,-1.3068119513034864,1.2710276758142587,1.2442964773215721,True,True,False,False,8.538129603868309e-11,0.04,0.85,-0.9,0.8,0.0,0.5334513876247198
no_encounter,0.600346304104096,-0.4737841703501562,-0.47694253484441135,-0.0031583644942551614,0.3974041387603907,0.39579840590491766,-0.0016057328554730521,1.0563881854264972,1.0493926698386704,0.060909997415881455,0.044435436164900186,-1.308491656936484,-1.313800137246938,1.272241667958343,1.275398091911747,True,True,False,False,2.870567193447822e-10,0.04,0.85,-0.9,0.8,1.5,-1.0
perturbation,0.252310133799644,-0.4672975246852955,-0.5769000814703601,-0.10960255678506459,0.39757262306337404,0.40002231746955125,0.0024496944061772052,1.0710521104023927,0.8675679135360195,0.07002466908589686,0.21193796309546814,-1.3079371411273224,-1.299927472270547,1.2781840846565988,1.3147206532431275,True,True,False,False,2.84607330241035e-10,0.04,0.85,-0.9,0.8,3.0,0.9182485823414563
no_encounter,0.5908998212613257,-0.520142404290102,-0.47737674227355276,0.04276566201654919,0.3962000287879246,0.39582702284572635,-0.0003730059421982457,0.9622364873002226,1.0484381740432525,0.05198235586164403,0.13785250157120457,-1.312468354913579,-1.3137051539876046,1.2777925546547222,1.2454991822266674,True,True,False,False,1.5919718267412073e-10,0.04,0.85,-0.9,0.8,4.5,-1.0
perturbation,0.22498857704902223,-0.4992215,-0.5540786939380927,-0.05485719393809274,0.39629258971450065,0.39832769589172634,0.0020351061772256873,1.0025609874574712,0.903301291812388,0.039458839313898104,0.127074972457876,-1.312161805434266,-1.3054578061309268,1.1270830038622317,1.1450988825333526,True,True,False,False,1.120080667363662e-09,0.04,0.85,-0.6,0.0,0.0,0.6381828599400554
ejection,0.10674019135214884,-0.45983479997455967,3.491253494620858,3.9510882945954178,0.39731562088399264,0.2947290533595568,-0.10258656752443585,1.0884343682289597,-0.14335825249330772,0.08129311545768048,3.7125850378662473,-1.3087831755596353,-1.7643323387111836,1.1305882868949786,1.0989589894582419,True,False,False,False,1.0634236310310375e-09,0.04,0.85,-0.6,0.0,1.5,12.925254815618688
no_encounter,0.8361871629862535,-0.4936492901145504,-0.5199993478642647,-0.02635005774971433,0.39643732243879803,0.39643715901215354,-1.6342664449497946e-07,1.0138776860873433,0.9625012070796776,0.0411094866578596,0.10991565101155126,-1.3116827568127811,-1.3116832975388628,1.1335140277297173,1.1104991912328306,True,True,False,False,1.3050565710333335e-09,0.04,0.85,-0.6,0.0,3.0,-1.0
no_encounter,0.4685470176750078,-0.5378198749566369,-0.4197652878334621,0.11805458712317474,0.3952900345208218,0.3929051614975488,-0.002384873023273004,0.9306089702251225,1.192332988235484,0.0750612329617685,0.2317695446791152,-1.3154897786137059,-1.3234745963072418,1.1303859363688142,1.1498362673006273,True,True,False,False,1.0779920373950152e-09,0.04,0.85,-0.6,0.0,4.5,-1.0
perturbation,0.033428388374968684,-0.5275467442800469,-0.3478897995528676,0.1796569447271793,0.3955568690838501,0.39262885134789266,-0.0029280177359574666,0.9487310943090775,1.438673972744466,0.06095543121196692,0.6233316123990297,-1.314602376149788,-1.3244059834493642,1.127648224052522,1.131407754754825,True,True,False,False,3.8045062318714984e-10,0.04,0.85,-0.6,0.8,0.0,2.136574613887299
perturbation,0.35481714861639413,-0.4737841703501564,-0.48501914054107326,-0.011234970190916849,0.3969532995755356,0.39661703318984803,-0.00033626638568756695,1.0563881854264967,1.0319180382070214,0.060909997415881455,0.017826470586135113,-1.3099777746048187,-1.311088421538095,1.1281810834822852,1.1543783673196994,True,True,False,False,1.3586549342971159e-10,0.04,0.85,-0.6,0.8,1.5,0.45072324704578565
no_encounter,0.5138601346307681,-0.4672975246852955,-0.5649286115205034,-0.09763108683520794,0.39712178387851893,0.39783816861472693,0.0007163847362079978,1.0710521104023927,0.8859526492257241,0.07002466908589686,0.17000525316602633,-1.3094219987666806,-1.3070641306505124,1.1325977778350638,1.1279060269247876,True,True,False,False,6.278222118881285e-11,0.04,0.85,-0.6,0.8,3.0,-1.0
no_encounter,0.7994340652398857,-0.520142404290102,-0.4664796759151284,0.053662728374973545,0.3957491896030695,0.39553515017109286,-0.00021403943197662034,0.9622364873002226,1.0729299170818778,0.05198235586164082,0.13527544940370206,-1.3139635245281291,-1.3146745612243782,1.1326775445992368,1.1472419935220415,True,True,False,False,5.659749538906966e-11,0.04,0.85,-0.6,0.8,4.5,-1.0
no_encounter,0.5845981634606408,-0.4992215,-0.5545531800737421,-0.05533168007374212,0.39629258971450065,0.3976570167607018,0.0013644270462011554,1.0025609874574712,0.9025284102300984,0.039458839313898104,0.05795915689423874,-1.312161805434266,-1.3076595610858304,1.133466295089417,1.1577204971613286,True,True,False,False,1.276473707770058e-09,0.04,0.85,0.6,0.0,0.0,-1.0
ejection,0.06398149792047188,-0.45983479997455967,3.773534812960912,4.233369612935472,0.39731562088399264,0.2873829613174797,-0.10993265956651294,1.0884343682289597,-0.13263426066216188,0.08129311545768048,1.599524301076283,-1.3087831755596353,-1.8094322558863956,1.1310412125626477,1.0982884469600058,True,False,False,False,1.0209817138037488e-09,0.04,0.85,0.6,0.0,1.5,11.357581577149373
no_encounter,0.8160462467156016,-0.4936492901145504,-0.3862653161400211,0.10738397397452931,0.39643732243879803,0.3933726432724671,-0.003064679166330908,1.0138776860873433,1.2957414996550423,0.0411094866578596,0.22012636398225352,-1.3116827568127811,-1.3219017867488696,1.1271918774894167,1.1076065701174294,True,True,False,False,1.2827381439037023e-09,0.04,0.85,0.6,0.0,3.0,-1.0
no_encounter,0.9011167460302837,-0.5378198749566369,-0.5068342240539789,0.030985650902657924,0.3952900345208218,0.3944776709124392,-0.0008123636083826047,0.9306089702251225,0.9875023750304116,0.0750612329617685,0.03169416612780241,-1.3154897786137059,-1.3181988192062273,1.1290443846527154,1.1194925447229116,True,True,False,False,1.1922097903554483e-09,0.04,0.85,0.6,0.0,4.5,-1.0
no_encounter,0.7935483007318611,-0.5275467442800469,-0.5798997180722335,-0.05235297379218662,0.3955568690838501,0.3985196813019968,0.0029628122181466487,0.9487310943090775,0.8630802609523888,0.06095543121196692,0.08892446599698801,-1.314602376149788,-1.3048289065702277,1.1320857450998492,1.134646910527337,True,True,False,False,3.071285501100823e-11,0.04,0.85,0.6,0.8,0.0,-1.0
perturbation,0.43693810699548546,-0.4737841703501562,-0.5092945601309573,-0.03551038978080112,0.3969532995755356,0.39752857882788656,0.0005752792523509576,1.0563881854264972,0.9827318789175836,0.0609099974158851,0.020466118498640627,-1.3099777746048187,-1.308082054209085,1.1330729803398492,1.111245259417897,True,True,False,False,1.0159582074698963e-10,0.04,0.85,0.6,0.8,1.5,0.5080978081766528
no_encounter,0.7203584669508473,-0.4672975246852955,-0.597883642384797,-0.13058611769950146,0.39712178387851893,0.400323721005855,0.003201937127336074,1.0710521104023927,0.837119406718739,0.07002466908589686,0.2059952949506802,-1.3094219987666806,-1.2989487575041667,1.1288318426408723,1.1147415715090958,True,True,False,False,1.1492634136406929e-10,0.04,0.85,0.6,0.8,3.0,-1.0
perturbation,0.07521154655626194,-0.520142404290102,-0.9757324311472166,-0.4555900268571147,0.3957491896030695,0.40759745548584053,0.011848265882771047,0.9622364873002226,0.5129480009304779,0.05198235586164082,0.9527175569205942,-1.3139635245281291,-1.2757685137660635,1.1272726588922393,1.1524622058310365,True,True,False,False,6.9118440761180906e-09,0.04,0.85,0.6,0.8,4.5,0.30137952690913444
no_encounter,0.7289639672952434,-0.4992215,-0.5734924265644694,-0.07427092656446943,0.39674342889935577,0.39926772938104577,0.0025243004816900005,1.0025609874574712,0.8727229459650694,0.039458839313898104,0.07677032635760611,-1.310670731063101,-1.3023842442917093,1.2790351860840474,1.254036374325327,True,True,False,False,5.480058324548319e-10,0.04,0.85,0.9,0.0,0.0,-1.0
perturbation,0.13211882715074377,-0.45983479997455967,-0.12260980976278152,0.33722499021177815,0.39776646006884775,0.3880559407558535,-0.00971051931299427,1.0884343682289597,4.082055106099086,0.08129311545768048,0.753672792471375,-1.307299765570972,-1.340012986238908,1.2761857657519418,1.2607806487706603,True,True,False,False,3.573820937430943e-10,0.04,0.85,0.9,0.0,1.5,3.089099793212666
perturbation,0.21604712020737094,-0.4936492901145504,-0.13521779145929136,0.35843149865525903,0.39688816162365315,0.38709995318515306,-0.00978820843850009,1.0138776860873433,3.701435991510632,0.0411094866578596,0.7365438306052636,-1.310192770358031,-1.3433223014400102,1.270733642713824,1.2622930300669357,True,True,False,False,7.032996926026382e-10,0.04,0.85,0.9,0.0,3.0,3.1446106756271104
no_encounter,1.3195923996481416,-0.5378198749566366,-0.5439831464864805,-0.006163271529843861,0.3957408737056769,0.39691533432622406,0.0011744606205471575,0.9306089702251228,0.9200652689934739,0.07506123296177072,0.06198761187521421,-1.3139911354891736,-1.310103074961102,1.272795412325985,1.241137579938794,True,True,False,False,6.20660005863004e-10,0.04,0.85,0.9,0.0,4.5,-1.0
no_encounter,0.9430039666076979,-0.5275467442800469,-0.6078819054724314,-0.08033516119238449,0.39600770826870524,0.3997893842740009,0.0037816760052956644,0.9487310943090775,0.8233507125220699,0.06095543121196692,0.11440821312572362,-1.3131057531010524,-1.300684861716116,1.2769377125953072,1.275463437299059,True,True,False,False,1.62259006220198e-10,0.04,0.85,0.9,0.8,0.0,-1.0
no_encounter,0.5878256679853447,-0.4737841703501562,-0.5290243343874659,-0.05524016403730969,0.3974041387603907,0.39709747173511517,-0.0003066670252755421,1.0563881854264972,0.9460812432749564,0.0609099974158851,0.02109861181735436,-1.308491656936484,-1.3095021676362304,1.2787534708992305,1.2716105655600358,True,True,False,False,1.4176940130536704e-10,0.04,0.85,0.9,0.8,1.5,-1.0
no_encounter,0.5592756447787749,-0.4672975246852955,-0.5428108740138159,-0.07551334932852038,0.39757262306337404,0.3986345723641153,0.0010619493007412717,1.0710521104023927,0.9220522726434197,0.07002466908589686,0.21005604337537592,-1.3079371411273224,-1.3044528398932462,1.2731714164239352,1.3166426128502828,True,True,False,False,1.1376016233661533e-10,0.04,0.85,0.9,0.8,3.0,-1.0
no_encounter,0.8349278115805574,-0.520142404290102,-0.44792111472226326,0.07222128956783869,0.3962000287879246,0.3944754495429963,-0.0017245792449283037,0.9622364873002226,1.1173842526051458,0.05198235586164082,0.054345860235135754,-1.312468354913579,-1.3182062422450502,1.2705946565362838,1.2454816645849802,True,True,False,False,2.56855967990123e-10,0.04,0.85,0.9,0.8,4.5,-1.0
no_encounter,0.7187208520144848,-0.49855150000000004,-0.5984152711331416,-0.0998637711331416,0.12974477231856177,0.1305815430560258,0.000836770737464021,1.0039083224100216,0.8363757145640147,0.053823786563189854,0.2887380550140855,-4.162017400393909,-4.135347058721108,1.045368958919499,1.0434758486802098,True,True,False,False,3.104270238620283e-09,0.08,0.45,-0.9,0.0,0.0,-1.0
no_encounter,0.8260967197379397,-0.4448181301553985,-0.5353487115643905,-0.09053058140899195,0.1304694481356468,0.13041607236428454,-5.337577136224625e-05,1.1251789575778954,0.9349046503491977,0.11131029495484702,0.22824679745393445,-4.1389000085182515,-4.140593948356654,1.0467749208704031,1.0444299904502625,True,True,False,False,4.016602637370438e-09,0.08,0.45,-0.9,0.0,1.5,-1.0
no_encounter,0.6640845349464771,-0.49094960356203443,-0.310361521715093,0.18058808184694142,0.1298472953973955,0.12706330071454724,-0.002783994682848262,1.0194529058963966,1.612635475023386,0.056084728430168325,0.41369009595748746,-4.158731210745199,-4.249850247579602,1.0476363244384184,1.0493066766872245,True,True,False,False,2.3331839888050683e-09,0.08,0.45,-0.9,0.0,3.0,-1.0
no_encounter,0.451640018034018,-0.551209396081823,-0.7234407247678415,-0.17223132868601854,0.1290346008928828,0.13144707195009497,0.002412471057212179,0.9080033895606968,0.6918327692439692,0.10201377531313055,0.3153119363646393,-4.1849240146701225,-4.108117373698637,1.0463375788970986,1.045548733992558,True,True,False,False,3.36167853680013e-09,0.08,0.45,-0.9,0.0,4.5,-1.0
no_encounter,0.6472149307854704,-0.5371942607759816,-0.6278457028975301,-0.09065144212154841,0.1292236162042004,0.13046081447409827,0.0012371982698978767,0.9316927535246253,0.7971703838860007,0.08296018253401032,0.23847209042562545,-4.1788027286489715,-4.139173913460519,1.0454347807136708,1.0428906677527727,True,True,False,False,8.962505797005644e-10,0.08,0.45,-0.9,0.8,0.0,-1.0
no_encounter,0.7471839833962163,-0.46384858147544084,-0.5764695597458809,-0.11262097827044004,0.1302127936972646,0.13071398530565573,0.0005011916083911272,1.0790159116321447,0.8682158347105616,0.08325298887450691,0.29260755753988615,-4.147057940062797,-4.13115703524216,1.045869074375147,1.0495521215105927,True,True,False,False,1.771630566222812e-09,0.08,0.45,-0.9,0.8,1.5,-1.0
no_encounter,0.9176943028953684,-0.45499916453175926,-0.44971740823163686,0.005281756300122398,0.1303321414782234,0.13003268281271382,-0.00029945866550956657,1.100002019817038,1.1129211163251354,0.09578964231269783,0.1712675717333416,-4.143260395136116,-4.152802113432993,1.047442167829974,1.0433965761461503,True,True,False,False,7.837983390543582e-10,0.08,0.45,-0.9,0.8,3.0,-1.0
perturbation,0.17995755078156525,-0.5270928778503264,-0.6563997356917172,-0.12930685784139073,0.12935984864125968,0.13184496108974436,0.0024851124484846776,0.9495480228099803,0.7624926897214098,0.0708136766199849,0.31254671402672296,-4.174401915833454,-4.095719666013116,1.047218098083777,1.0522179323608227,True,True,False,False,1.6415516384793536e-09,0.08,0.45,-0.9,0.8,4.5,1.0737886374904708
no_encounter,0.8365043640809451,-0.49855150000000004,-0.631688431589608,-0.13313693158960793,0.1292765931650584,0.13045882170575582,0.001182228540697411,1.0039083224100216,0.7923209844773003,0.053823786563189854,0.3117298887658227,-4.177090274265939,-4.139237139654277,1.0200914227876394,1.0205211170151585,True,True,False,False,5.18539887374787e-09,0.08,0.45,-0.6,0.0,0.0,-1.0
no_encounter,0.9570077678780797,-0.4448181301553983,-0.5635680536628239,-0.11874992350742564,0.13000126898214343,0.13045223819637836,0.00045096921423493086,1.125178957577896,0.8880915033190351,0.11131029495484702,0.24571400371564553,-4.1538056068835205,-4.1394460337821295,1.0209606989372504,1.0181282529545792,True,True,False,False,4.034049495268613e-09,0.08,0.45,-0.6,0.0,1.5,-1.0
no_encounter,0.8477634692834435,-0.49094960356203443,-0.2913382209322639,0.19961138262977052,0.12937911624389214,0.12624617783662123,-0.0031329384072709132,1.0194529058963966,1.7179345655315377,0.056084728430168325,0.4344886322192558,-4.173780248908547,-4.277357217886069,1.0216232370037897,1.0192119973072877,True,True,False,False,4.914267137922312e-09,0.08,0.45,-0.6,0.0,3.0,-1.0
no_encounter,0.5680408651120252,-0.551209396081823,-0.7612917144145626,-0.2100823183327396,0.12856642173937943,0.13248277689092874,0.003916355151549311,0.9080033895606968,0.6574352387177721,0.10201377531313055,0.34580010422584806,-4.200163562883076,-4.076001520141555,1.0208322994414198,1.027037017199402,True,True,False,False,4.7721733072687416e-09,0.08,0.45,-0.6,0.0,4.5,-1.0
no_encounter,0.7856327457186272,-0.5371942607759816,-0.6664803760474574,-0.1292861152714757,0.12875543705069703,0.13052173284817228,0.0017662957974752536,0.9316927535246253,0.7509598451618347,0.08296018253401032,0.26285049432432556,-4.193997646774146,-4.137242037907573,1.0201964904058556,1.0240424031905992,True,True,False,False,2.173908188630185e-09,0.08,0.45,-0.6,0.8,0.0,-1.0
no_encounter,0.8635460882050539,-0.46384858147544084,-0.6073846271874078,-0.143536045711967,0.12974461454376124,0.1306931636372435,0.0009485490934822705,1.0790159116321447,0.824024806682457,0.08325298887450425,0.31412923189794834,-4.162022461578664,-4.1318151995986785,1.0203755942034305,1.0233422212207652,True,True,False,False,3.6209668008005532e-09,0.08,0.45,-0.6,0.8,1.5,-1.0
no_encounter,1.0197635246178425,-0.45499916453175926,-0.45641293903985886,-0.0014137745080995967,0.12986396232472003,0.1289797264563507,-0.0008842358683693319,1.100002019817038,1.0965946781721079,0.09578964231269783,0.15983472379769004,-4.158197473212391,-4.186704490978641,1.0214322322814395,1.0179093986995529,True,True,False,False,3.1523450418229473e-09,0.08,0.45,-0.6,0.8,3.0,-1.0
ejection,0.03812746693712372,-0.5270928778503264,1.677586925963198,2.2046798038135242,0.12889166948775632,0.09894201761746543,-0.02994965187029089,0.9495480228099803,-0.2983451958607954,0.07081367661998647,4.336584214152991,-4.189564788369009,-5.457741948297183,1.0213951965723398,1.0165789408714896,True,False,False,False,2.421773547822582e-09,0.08,0.45,-0.6,0.8,4.5,8.95223788628282
no_encounter,0.8636156831234438,-0.49855150000000004,-0.6900741932364802,-0.1915226932364802,0.1292765931650584,0.13133428052847773,0.002057687363419325,1.0039083224100216,0.7252843316058981,0.053823786563189854,0.31410500772134997,-4.177090274265939,-4.111645473117049,1.0216058392183172,1.019263746069751,True,True,False,False,5.116605416971816e-09,0.08,0.45,0.6,0.0,0.0,-1.0
no_encounter,0.9389609095812083,-0.4448181301553983,-0.5858653528747405,-0.14104722271934222,0.13000126898214343,0.13132345939420148,0.0013221904120580552,1.125178957577896,0.8542918565573686,0.11131029495484902,0.21256923455583626,-4.1538056068835205,-4.111984275247043,1.0210685553955456,1.0262763046204475,True,True,False,False,4.6331474150795066e-09,0.08,0.45,0.6,0.0,1.5,-1.0
ejection,0.10792001823194167,-0.49094960356203443,0.6927880190332215,1.183737622595256,0.12937911624389214,0.11362542178579951,-0.015753694458092632,1.0194529058963966,-0.7224432095382401,0.056084728430168325,2.2137184468930013,-4.173780248908547,-4.752457605992247,1.0201225313034243,1.0180188142380668,True,False,False,False,6.136227517947811e-09,0.08,0.45,0.6,0.0,3.0,4.839807058722838
no_encounter,0.5115148051377316,-0.5512093960818227,-0.968379579612161,-0.4171701835303383,0.12856642173937943,0.13616268681260563,0.007596265073226194,0.9080033895606973,0.5168427861732191,0.1020137753131311,0.5342599129951655,-4.200163562883076,-3.9658441871316548,1.0205151933568093,1.0251388588179045,True,True,False,False,6.284253726670649e-09,0.08,0.45,0.6,0.0,4.5,-1.0
no_encounter,0.7618265763453008,-0.5371942607759816,-0.6984712461429939,-0.1612769853670123,0.12875543705069703,0.13188161828054762,0.0031261812298505887,0.9316927535246253,0.716564930573442,0.08296018253401032,0.2432308579033849,-4.193997646774146,-4.094581239147938,1.0212464341877607,1.0186157918728316,True,True,False,False,3.94964837379647e-09,0.08,0.45,0.6,0.8,0.0,-1.0
no_encounter,0.8825666733045462,-0.46384858147544084,-0.6870403506246935,-0.22319176914925265,0.12974461454376124,0.13164214999851065,0.0018975354547494105,1.0790159116321447,0.7284870525361703,0.08325298887450425,0.34472880083058155,-4.162022461578664,-4.102029631133413,1.0215389841442,1.0213395440142066,True,True,False,False,3.0297461144123266e-09,0.08,0.45,0.6,0.8,1.5,-1.0
no_encounter,1.0282563854943396,-0.45499916453175926,-0.3216945631325937,0.13330460139916556,0.12986396232472003,0.1279216390403055,-0.0019423232844145155,1.100002019817038,1.5558236207856193,0.09578964231269783,0.3097735466525969,-4.158197473212391,-4.221334279729303,1.0205360698140433,1.0190694003783969,True,True,False,False,3.2397952277478523e-09,0.08,0.45,0.6,0.8,3.0,-1.0
no_encounter,0.695722554144683,-0.5270928778503264,-0.5619515602049991,-0.03485868235467271,0.12889166948775632,0.1302040379031276,0.0013123684153712734,0.9495480228099803,0.8906461614189989,0.0708136766199849,0.023371026468987345,-4.189564788369009,-4.147336816096,1.020115461155197,1.0209304174402145,True,True,False,False,1.9031851357751185e-09,0.08,0.45,0.6,0.8,4.5,-1.0
no_encounter,0.7337932786360662,-0.49855150000000004,-0.6004884404601203,-0.10193694046012025,0.12974477231856177,0.1306974891974831,0.0009527168789213447,1.0039083224100216,0.8334881511066143,0.053823786563189854,0.27218624284768084,-4.162017400393909,-4.131678453164952,1.047592968018923,1.0430396704692957,True,True,False,False,2.860668769649073e-09,0.08,0.45,0.9,0.0,0.0,-1.0
no_encounter,0.8354836687978886,-0.4448181301553983,-0.5044817613433291,-0.05966363118793083,0.1304694481356468,0.13025565988472101,-0.0002137882509257727,1.125178957577896,0.9921072243866129,0.11131029495484902,0.18224538992031789,-4.1389000085182515,-4.145693173547402,1.0469332804912652,1.042051364553945,True,True,False,False,2.705405968800721e-09,0.08,0.45,0.9,0.0,1.5,-1.0
perturbation,0.4416434086981433,-0.49094960356203443,-0.47389860188123295,0.01705100168080148,0.1298472953973955,0.12973428250006866,-0.00011301289732684738,1.0194529058963966,1.0561331010751405,0.056084728430168325,0.16780349785341425,-4.158731210745199,-4.162353925221842,1.0454325168677125,1.0503184972154687,True,True,False,False,2.311287429148412e-09,0.08,0.45,0.9,0.0,3.0,0.6312279571682197
perturbation,0.4377224680995995,-0.551209396081823,-0.9200013340422042,-0.36879193796038123,0.1290346008928828,0.13514623306860907,0.006111632175726273,0.9080033895606968,0.5440209502751003,0.1020137753131311,0.5234203020180437,-4.1849240146701225,-3.9956718566166822,1.0458717930836186,1.0611024990266977,True,True,False,False,4.126671646328282e-09,0.08,0.45,0.9,0.0,4.5,0.19356388545999054
no_encounter,0.648941642941804,-0.5371942607759816,-0.5680549300603837,-0.03086066928440201,0.1292236162042004,0.1297261569828715,0.0005025407786710956,0.9316927535246253,0.8810767647889216,0.08296018253401032,0.24762977459852134,-4.1788027286489715,-4.162614638089521,1.0469769204224055,1.042598586452501,True,True,False,False,8.24700083880535e-10,0.08,0.45,0.9,0.8,0.0,-1.0
no_encounter,0.7635108892120176,-0.46384858147544084,-0.6211521069016831,-0.15730352542624226,0.1302127936972646,0.1313290456097853,0.0011162519125207104,1.0790159116321447,0.8057607700897967,0.08325298887450691,0.29670187727658437,-4.147057940062797,-4.111809367780594,1.0475773447134222,1.0524565350221449,True,True,False,False,1.555403003621035e-09,0.08,0.45,0.9,0.8,1.5,-1.0
no_encounter,0.8732777136630838,-0.45499916453175926,-0.20686237378696626,0.248136790744793,0.1303321414782234,0.12607671234798554,-0.004255429130237853,1.100002019817038,2.4194830158694374,0.09578964231269783,0.5676959929408288,-4.143260395136116,-4.283106609803886,1.0461263289542908,1.0440277612245168,True,True,False,False,9.589140056354396e-10,0.08,0.45,0.9,0.8,3.0,-1.0
no_encounter,0.7892175599117535,-0.5270928778503262,-0.6443418816592378,-0.11724900380891157,0.12935984864125968,0.1308233081310919,0.0014634594898322029,0.9495480228099807,0.7767615519748117,0.07081367661998725,0.09673519932492665,-4.174401915833454,-4.127704823508143,1.0453385193078637,1.0416209886950383,True,True,False,False,6.276338267682472e-10,0.08,0.45,0.9,0.8,4.5,-1.0
ejection,0.11465850244067705,-0.4978475,0.4876058753521086,0.9854533753521086,0.25804877231856194,0.24420791619918997,-0.01384085611937197,1.0053279367677852,-1.0264437433994829,0.06561249880929702,1.9572639215920935,-2.092627665491733,-2.211230530133778,1.129387651361555,1.114996363656312,True,False,False,False,1.3675591456876694e-09,0.08,0.65,-0.9,0.0,0.0,4.083406398822437
ejection,0.0736955307651464,-0.43234152269370096,2.432105541640834,2.8644470643345348,0.2589322195649505,0.2197882956414398,-0.03914392392351068,1.157649621256913,-0.20578876674173224,0.13624899235105764,3.653489432121647,-2.0854878582020056,-2.4569097204382078,1.1323995044390314,1.113308531647561,True,False,False,False,1.182120899858676e-09,0.08,0.65,-0.9,0.0,1.5,10.70271152925973
no_encounter,0.7940026005980165,-0.48858008094568883,-0.4446572340469619,0.04392284689872694,0.258173757490623,0.2577892312210103,-0.0003845262696127172,1.0243970630796881,1.125586095709713,0.06841719704526004,0.21793682345035412,-2.091614598046872,-2.0947345140924143,1.1344492131348212,1.1198302868180754,True,True,False,False,1.0828458138198884e-09,0.08,0.65,-0.9,0.0,3.0,-1.0
perturbation,0.36716626351335385,-0.5620423747251315,-0.5582771691817489,0.003765205543382666,0.25718300727481636,0.258427075626092,0.0012440683512756623,0.8905022512666788,0.8965080924472851,0.12383113707182884,0.10733766730725314,-2.099672158444651,-2.0895643333491294,1.1317046266132378,1.1414681708483412,True,True,False,False,9.722696502185437e-10,0.08,0.65,-0.9,0.0,4.5,0.36811996538152036
perturbation,0.09098115017266939,-0.5449566207896488,-0.9083122373543044,-0.36335561656465565,0.25741343452569443,0.26189947720393564,0.004486042678241209,0.9184217255215091,0.5510219717592227,0.10080791589041146,0.8370662160853207,-2.0977926074254625,-2.061859785918982,1.129637088760331,1.1510428581542,True,True,False,False,1.8085346506864695e-09,0.08,0.65,-0.9,0.8,0.0,0.2450663361087167
perturbation,0.1340263657820236,-0.4555414134860436,-0.1906061766192827,0.2649352368667609,0.258619333924894,0.254078994911766,-0.004540339013128003,1.098692643924313,2.6258330599626896,0.10177557406320574,0.6587171591905469,-2.0880109456813547,-2.1253232688027826,1.1304205894165136,1.1338724849515025,True,True,False,False,1.1875872487961631e-10,0.08,0.65,-0.9,0.8,1.5,2.7165652252383574
no_encounter,0.5216986209292935,-0.4447531508633332,-0.5805658477715097,-0.13581269690817643,0.2587648299742512,0.26065925391848205,0.0018944239442308386,1.1253433483910202,0.8620899798380479,0.1171720445914585,0.2837596535358584,-2.0868369169555754,-2.071670166634016,1.1339176898639998,1.1447374397197274,True,True,False,False,5.567877903961378e-10,0.08,0.65,-0.9,0.8,3.0,-1.0
